,tweets,id,len,date,source,likes,retweets,sentiment
1055,A good friend of mine is battling cancer and she sent me this today. This makes my heart happy 💛 #CancerSucks #PupsForTheWin #TherapyDogs https://t.co/dYRPwl2p0C,1154187073810817025,161,2019-07-25 00:30:16,Twitter for iPhone,3,0,1
1056,"I'm the Creative Lead at Whamix and I also founded @kidsandartorg 10 years ago.Come volunteer, share your expertise, donate art supplies, space, or funds https://t.co/ljzqFOJP6R #cancersucks #artheals https://t.co/xSXK1nhezK",1154186507055456256,224,2019-07-25 00:28:01,Buffer,1,2,1
1057,"@GoodysBallHKY Awesome job Alex, and good luck on your Journey!! #SafeTravel #CancerSucks",1154185983568596995,89,2019-07-25 00:25:56,Twitter for iPhone,1,0,1
1058,"I feel trapped inside my ailing, failing body. #cancersucks",1154185854245625861,59,2019-07-25 00:25:26,Twitter for iPhone,2,0,-1
1059,"Exciting news: the Lymphedema Treatment Act now has 302 co-sponsors in the U.S. House of Representatives. Is your member of Congress on board? Find out why we need your support to pass the Lymphedema Treatment Act  @LymphedemaAct
#BreastCancer #CancerSucks",1154184383139463168,256,2019-07-25 00:19:35,Twitter Web App,4,2,1
1060,prayers are greatly appreciated for me and my family !!! thank you in advance 💜 #cancersucks,1154184258837196800,92,2019-07-25 00:19:05,Twitter for iPhone,10,2,1
1061,Time to hunt pokemon #popmyflash #gaygeek #cancersucks #pokemongo https://t.co/wVGPUD2Mft,1154184220622893057,89,2019-07-25 00:18:56,Instagram,0,0,0
1062,"Spend as much time with your loved ones. Tomorrow is never promised. 😥 
#cancersucks",1154183028371013632,84,2019-07-25 00:14:12,Twitter for Android,0,0,1
1063,@Umby18 Love &amp; prayers to your mom &amp; you from Buffalo. #cancersucks,1154180097034870784,75,2019-07-25 00:02:33,Twitter for iPhone,0,0,1
1064,Todays my 1st birthday without my mom. We shared a bday for 36 years.#CancerSucks. Happy birthday in heaven mama.missing u every day.But on a side note I'm going to see @JanetJackson for my 37th birthday. #LasVegas #ParkMGM,1154177635443826688,223,2019-07-24 23:52:46,Twitter for Android,0,0,1
1065,@hannahhhreneee missing her Bestie everyday. Especially when she is out on the field playing the game they both Love❤️! So glad she got to spend time with her Land family especially Makenna at Haidin’s favorite place!  #9monthsgone #teamhaidin20 #cancersucks #playingforhaidin https://t.co/q89CtvnQGv,1154175965305671680,300,2019-07-24 23:46:08,Twitter for iPhone,5,0,1
1066,@TheTimMcGraw My mama would have been 70 this year I hope you pick her to put in your #ThoughtAboutYou video she died of colon cancer I miss her #cancersucks,1154175844182609927,157,2019-07-24 23:45:39,Twitter for Android,1,0,0
1067,"My schedule is set for Stem Cell Transplant beginning 09/16/2019.

#nsmultiplemyeloma
#cancersucks",1154171641485807616,98,2019-07-24 23:28:57,Facebook,0,0,0
1068,"The reason you’ll always find a breast cancer bracelet on my wrist. It’s been 10+ years and not a weekend goes by where I wish I could visit the ranch in Mexico ❤️ 

#CancerSucks https://t.co/uP9RlZnY1t",1154170910938734592,202,2019-07-24 23:26:03,Twitter for iPhone,1,0,0
1069,"@warriormegsie Acupuncture helped my #neuropathy some, despite my awareness of the minimal science showing that it works. #cancersucks",1154170909399429120,134,2019-07-24 23:26:02,Twitter for iPhone,1,0,-1
1070,@ChrisEvans need an Avengers Captain America shout out to Steve Rogers in Richfield WI who in the battle of his life with cancer. #steverogers #cancersucks #captainamerica,1154167822035181571,171,2019-07-24 23:13:46,Twitter for iPhone,1,1,0
1071,@ChrisEvans I am begging for a Captain America shout-out from you!! Have a friend with Stage IV cancer - Steve Rogers from Wisconsin #steverogers #cancersucks,1154167284744826881,158,2019-07-24 23:11:38,Twitter for iPhone,0,1,0
1072,@ChrisEvans I am begging for a Captain America shout-out from you!! Have a friend with Stage IV cancer - Steve Rogers from Wisconsin #steveroger #cancersucks,1154166587676667905,157,2019-07-24 23:08:52,Twitter for iPhone,1,1,0
1073,"I wish I had a cure for cancer and any sickness that takes a life so no one would ever have to feel the hurt I am feeling right now.
#cancersucks",1154161942363279361,145,2019-07-24 22:50:25,Twitter for iPhone,0,0,1
1074,"Our friends had 2 put down their 10yo pupper 2day...  😓
What a lil beauty she was!
#Penny  🐕
#CancerSUCKS  😔
#Terry &amp; #Cindy
(3pix) https://t.co/sPjK3S8Qk0",1154160388898004993,159,2019-07-24 22:44:14,Twitter for Android,1,0,-1
1075,My best friend would of been 38 today. Instead cancer took him at the young age of 16. I miss going to the LCS looking for Griffey’s and Jordan’s with you. Happy Birthday Bryan RIP bro #THEHOBBY #CancerSucks https://t.co/ThlYRrmTWs,1154159660888416258,231,2019-07-24 22:41:21,Twitter for iPhone,21,0,1
1076,@Umby18 Prayers to you and your family RJ. #cancersucks,1154159565363134467,55,2019-07-24 22:40:58,Twitter for iPhone,0,0,0
1077,"FORE! Tee up your team now for the 2019 Greens for GRACE Golf Tournament on September 27, and help support area cancer patients! Visit https://t.co/rQf5QhFOkO for details! #cancersucks #greensforgrace #fore ❤️⛳🦋 https://t.co/oxF4z3NyFH",1154159181273976832,235,2019-07-24 22:39:26,Twitter for iPhone,0,0,0
1078,"Happy #WellnessWednesday! Take some notes from our campers and sashay your way to endless health benefits. There are more reasons to dance than we can list, instead of reading them all, do a little dance!  🎶

#CampIndependentFirefly #Dance #ChildhoodCancerAwareness #CancerSucks https://t.co/ynO4C8zyNv",1154156680839438338,302,2019-07-24 22:29:30,Twitter Web App,0,0,1
1079,"I made chili 
 This is the first thing I have made from scratch since my surgery.  #popmyflash #gaygeek #cancersucks #chili https://t.co/MZNimcFfJm",1154156463297835009,147,2019-07-24 22:28:38,Instagram,0,0,1
1080,Today was chemo Wednesday my body is responding well to the medicine.  I'm feeling good on this beautiful day but ready for a nap. #divastrong #cancersucks #cancercantstopme 💋💄👠👜🌻 https://t.co/ramqTGa48q,1154155400888852480,203,2019-07-24 22:24:25,Twitter for Android,10,0,1
1081,"If you sweat the small stuff you’ll never able to handle the big stuff.    
If you read my chapter in the “Modern Trader” you will see similarities between what happened to Steven at 29.  It happened to Andy at 39 #cancersucks  https://t.co/0VbSlakKOi",1154151687231344645,251,2019-07-24 22:09:39,Twitter for iPhone,13,4,-1
1082,"What every cancer sufferer wants: ""Unsolicited Advice."" #cancer #fightcancer #survivor #cll #leukemia #lymphoma #bloodcancer #survivor #cancerhumor #chronic #lls #chemo #cancersucks #remission #advice #diet https://t.co/aa9Frc50e0 https://t.co/YEb6UPtldX",1154147707730255872,254,2019-07-24 21:53:51,WordPress.com,0,0,1
1083,"What every cancer sufferer wants: ""Unsolicited Advice."" #cancer #fightcancer #survivor #cll #leukemia #lymphoma #bloodcancer #survivor #cancerhumor #chronic #lls #chemo #cancersucks #remission #advice #diet https://t.co/aa9Frc50e0 https://t.co/UKymMREi3Y",1154147703431016449,254,2019-07-24 21:53:50,WordPress.com,0,0,1
1084,Grandma might be adopting @DanielVogelbach as well. She perked  up for those homeruns. #cancersucks #seagaristillherguy,1154144073143341056,119,2019-07-24 21:39:24,Twitter for iPhone,1,0,0
1085,Wonderful tribute for a great man.  Jim was the behind the scenes heart and soul of Manning Passing Academy and will be greatly missed.  I am privileged to have known and worked with him the past ten years. #CancerSucks https://t.co/VJQ86yST0Y,1154142683797098496,243,2019-07-24 21:33:53,Twitter Web App,1,1,1
1086,From the day we brought Buddy home and a few of our favorites.  Buddy will be missed.  #cancersucks #boxer #boxersarethebest #boxerofinstagram https://t.co/zIPVJVe803,1154139639046950912,166,2019-07-24 21:21:47,Instagram,2,0,-1
1087,@raschatz Good for Rocky and for you. #cancersucks,1154135726524706816,50,2019-07-24 21:06:14,Twitter for Android,0,0,1
1088,@MostBoringGirl 👍 💃🏾 yeah!  #cancersucks,1154126396786204672,40,2019-07-24 20:29:10,Twitter for iPhone,1,0,0
1089,"gosh I can’t believe it’s been five months since my queen finally went home. I can only imagine what a beautiful sight you’re seeing, Rest In Peace grandma 😔💞#fivemonths #cancersucks #GorgeousGrandmaDay 💔",1154126130900717568,204,2019-07-24 20:28:06,Twitter for iPhone,1,1,1
1090,@NYSTATEOFMIIIND Thanks - you too. Too much cancer these days. Almost everyone has someone they know or someone in their family fight for their lives. Cancer doesn’t discriminate. #cancersucks,1154123413415497728,192,2019-07-24 20:17:18,Twitter for iPad,0,0,1
1091,Our friends at The RealReal have made it easy to support Kids &amp; Art while you consign items from your fabulous closet. Find out how: https://t.co/eMDPzXFTBX #artheals #cancersucks #therealreal https://t.co/euy7xbvCN4,1154123051438678017,220,2019-07-24 20:15:52,Buffer,0,1,1
1092,"@ReedTimmerAccu Thinking of you and my favorite chaser pup, Gizmo, today! 🌪 #CancerSucks",1154122355075162117,88,2019-07-24 20:13:06,Twitter for iPhone,0,0,1
1093,"You may not know Jay or his family, but he is part of our Hockey Family.  He coaches our kids for free so that The World's Greatest Game is passed on to the next generation.  F***k cancer and help Jay. #LetsGoFlyers #NHL #CancerSucks https://t.co/dK9HWpf4vW",1154121795466911746,257,2019-07-24 20:10:53,Twitter for Android,0,0,1
1094,#day25 Thank you everyone for your support and donations. #dryjuly #dryjuly2019 #love #support #donate #livelife #feelgood #lookbetter #family #cancer #cancersucks #fuckcancer #muchlove… https://t.co/kEdsJKiyEn,1154116315361304576,210,2019-07-24 19:49:06,Instagram,0,0,1
1095,"At the vet, waiting to be seen to confirm my suspicion of OSA in the Roo's distal radius. #CancerSucks",1154111414832979969,102,2019-07-24 19:29:38,Twitter for Android,3,0,0
1096,"My sentinel lymph node tests came back negative. I'm cancer free! An Oncotype test will determine if chemotherapy will be beneficial along with hormone therapy, but I don't need radiation. Thank you for encouragement, friends. One day at a time. #menshealth #cancersucks",1154110741433090048,270,2019-07-24 19:26:57,Twitter Web Client,10,1,1
1097,So had to have implants cause Iof breast cancer and now implants are recalled for causing cancer.  Life  has a shitty sense of humor #Cancersucks,1154109226031206407,145,2019-07-24 19:20:56,Twitter for iPhone,1,0,0
1098,"Favorite picture of my dad on what would have been his 64th birthday! Happy Birthday, Dad! Miss and love you! 🧡#cancersucks https://t.co/poHkA6gz49",1154108932245336071,147,2019-07-24 19:19:46,Twitter for iPhone,253,3,1
1099,"@BenKaneAuthor @TheUnionCH @Leeds_Childrens Slowly but surely, quite perky today but wiped out yesterday. #cancersucks",1154100244394778624,118,2019-07-24 18:45:15,Twitter for Android,2,0,1
1100,"My brother is recovering from his last cancer treatment. Please help him to END his cancer... NO CANCER!!!  (link: https://t.co/eXC5Z6VjnF) https://t.co/eXC5Z6VjnF  
@gofundme #gofundme #beatcancer #cancersucks #cancerfree #cancersurvivor #healthy #hope #healing #RicoStrong",1154097683554082816,274,2019-07-24 18:35:04,Hootsuite Inc.,0,0,1
1101,He's come through surgery but still needs your help!  #MedicalBills #HealthCare #CancerSucks #RVA #HeMan https://t.co/xggVORU21e,1154097639253839877,128,2019-07-24 18:34:53,Twitter for Android,1,0,0
1102,"@Dax_x98 Sending good vibes for you, your grandma, and your family.

#cancersucks",1154095919278776321,81,2019-07-24 18:28:03,Twitter for Android,1,0,1
1103,"@BullandBaird Superb actor ... will be missed

#cancersucks",1154092732953985025,59,2019-07-24 18:15:24,Twitter for iPhone,1,0,1
1104,"1️⃣6️⃣th birthday pawteeee 🎉✨🎉✨🎉

#WarriorGenghis #16yearsyoung #catswithcancer #cancersucks
#AdoptDontShop
#happybirthday https://t.co/qubCXyYbHC",1154092347795365888,146,2019-07-24 18:13:52,Twitter for Android,175,26,0
1105,#ihatecancer #thyroidcancer #thyroidectomy #neckdissection #cancersucks @ Scripps Memorial Hospital La Jolla https://t.co/I1N2ec6VcQ,1154085868895920134,132,2019-07-24 17:48:07,Instagram,2,0,0
1106,I can't figure out what I want to do to move forward in my life. There are 100 things I want to learn and explore. It stresses me out... until I realize that I'm grateful that I finally have the energy again to be stressed out about it all. #cancersucks yo.,1154083573017825280,257,2019-07-24 17:39:00,TweetDeck,0,0,0
1107,"Easily and safely remove any #lacewig bond by applying our Conditioning Remover. It’s formulated with nourishing vitamin E and argan oil that your skin will love.
.
.
#ItTakesAPro #SalonPro #SalonPro30Sec #ChicBONDStyles #WigGlue #LaceFrontal #WigOut #CancerSucks https://t.co/gTAgNKYCAq",1154081385814134785,287,2019-07-24 17:30:18,Hootsuite Inc.,0,0,1
1108,Smile! 😃 #smile #happy #cancer #cancersucks #standup2cancer #stupidcancer #cuckfancer #lymphoma #nonhodgkinslymphoma #survivor #thriver #breastcancer #wearesurvivors #standup2canceruk #americancancersociety #ihadcancer #cancerthriver #comedycrushescancer https://t.co/2WBUchm6gB,1154078120472788992,278,2019-07-24 17:17:20,Twitter for iPhone,0,1,1
1109,"I wonder what week it is....? 
.
.
#cancersucks👎 # https://t.co/WoFeum0OqD",1154075720865517571,74,2019-07-24 17:07:48,Instagram,1,0,0
1110,Another shot from the #entertainmentweekly #party #sdcc #sdcc2019 #socal #sandiego #california #producerslife #actorslife #funtimes #friends #picoftheday #instapic #cancersucks #nightlife @ Hard Rock Hotel San Diego https://t.co/R5MdRqPF4v,1154072467935244292,239,2019-07-24 16:54:52,Instagram,2,0,-1
1111,@marica_1029 @marica_lily No judgements here nothing but well wishes for You Marica... From one cancer patient to another!!! #CancerSucks,1154065764501995520,137,2019-07-24 16:28:14,Twitter for Android,1,0,0
1112,"FRESH ORGANIC PRODUCE FROM TRINITY GARDENS FOR OUR CANCER CLIENTS 
#organicsoupkitchen #organicfood #nonprofit #cancerrecovery #foodsecurity #organicliving
#glutenfree #nongmo #sustainable #santabarbara #organicingredients #healthyliving
#cancersucks #cancerfight #TRINITYGARDENS https://t.co/L1Cg2yHxsA",1154064381577060352,303,2019-07-24 16:22:44,Twitter for Android,1,1,1
1113,Trying to keep cool... need another haircut #buzzcut #lowmaintenance #chemosideeffects still can't tolerate cold food or drinks #icecreammuchneededtocooldown 🍦🍧🍹💦😅 #cancersucks https://t.co/nmq9bayvBN,1154062442894262272,200,2019-07-24 16:15:02,Instagram,3,0,-1
1114,If you guys could remember to keep my Nonnie in your prayers it’d be greatly appreciated! Thank you in advance. 💜 #cancersucks,1154062313487523847,126,2019-07-24 16:14:31,Twitter for iPhone,12,4,1
1115,"I’m melting, my ⁦@QGardensFarmSho⁩ gooseberry sorbet is melting, even my flip-flops seem to be melting...but it’s the last day of school and I’ve finished my post-#chemo white cell-boosting injections. Woo hoo! #SummerHolidays #CancerSucks #BreastCancer #Heatwave https://t.co/GDQ3fxJV8t",1154056362776829952,287,2019-07-24 15:50:52,Twitter for iPhone,89,1,0
1116,"@EAMaddenNFL comes out Aug 2nd 

Sooooo any @Eagles players trying to take that L 
I'll be at Thomas Jefferson Cancer center 
Every other week other week getting treatments
Passing out Ls 

@Phillies yall can come get some too in Madden lol 

#cancersucks #stillMaddenChamp",1154055217513717761,273,2019-07-24 15:46:19,Twitter for Android,0,0,1
1117,Happy birthday Babe!  It’s been a crazy few years but can’t wait to see what the next 50 bring us 😘🥰🍺🍺🥃🥃🎂🎂 @floppyearracing #happybirthday #iloveyou #cancersucks👎 https://t.co/wSzG2XFeLG,1154052795789484032,186,2019-07-24 15:36:42,Instagram,1,0,1
1118,Chemo round 2!!! Today is going better than the first round! (Yay Benadryl!) now to get through the side effects! #cancer #cancersucks #fuckcancer #coloncancer #stage3cancer #stage3coloncancer #cancerwarrior… https://t.co/sRznFzjuKD,1154052308646260737,232,2019-07-24 15:34:46,Instagram,0,0,1
1119,"""Courage is grace under pressure.""   
#perseverance 
#nevergiveup
#adaptandovercome
#screwcancer #screwprostatecancer #zeroprostatecancer #finishcancer #cancersucks #pdx #pdxflowers #portland #portlandoregon… https://t.co/RTdxsxHbAb",1154049132996153345,232,2019-07-24 15:22:09,Instagram,0,0,0
1120,Getting ready for my photoshoot!!!! #model #tattoomodel #tattoo #coloradosprings #colorado #3rdlayertattoo #cancersucks #pink #breastcancer #fighter #mother #sexy #sexymodel #classy #classymodel #cancerfree… https://t.co/AF2qBj1s7f,1154048910995836928,231,2019-07-24 15:21:16,Instagram,1,0,1
1121,"This how I'm going into tomorrow.  Ready to celebrate my 47th year of a blessed life and all because HE is giving me a 2nd chance. This is how I'm kicking cancer's ass!!!

#stilldivinelydesigned #ladyleo #fukcancer #cancersucks #imdoingit https://t.co/Ei0SokVHWX",1154045011228446728,262,2019-07-24 15:05:46,Facebook,0,0,1
1122,"Time to start the next phase of this battle. I’ll be admitted for 3 days of chemo as they start to prepare me for my stem cell transplant. Thank you all for the outpouring of support! I’m a blessed man!
#cancersucks... https://t.co/36tz3v5B70",1154044027634761728,242,2019-07-24 15:01:51,Facebook,2,0,0
1123,"The stress of helping someone you love battle cancer is unbelievable. You can take this off your plate...

#cancer  #cancersucks  #makemoney
#prayingforacure  #caregivers
#makemoneyfromhome

https://t.co/7PHUF515uG https://t.co/wjKybACMrm",1154043936270237697,238,2019-07-24 15:01:30,MavSocial App,0,0,1
1124,I love my company @Freenome is on its way to making early cancer detection a routine part of patient care. #cancersucks [https://t.co/gPK1mEZcg1],1154040858934534144,145,2019-07-24 14:49:16,Twitter for iPhone,1,0,1
1125,THC decreases the deadliness of HER2 breast cancer. https://t.co/x7obiIpjWl #cancersucks #fuckcancer #THC #medicalcannabis #cannabispatients,1154038167130894336,140,2019-07-24 14:38:34,Hootsuite Inc.,13,8,0
1126,Road Trip is the perfect metaphor for a cancer journey. Full of ups and downs; good and bad; hope and unease. #CancerSucks but #TravelHeals Could you use a healing retreat? https://t.co/g9neYwcIOP https://t.co/rxYUpwi0sy,1154037338969788417,220,2019-07-24 14:35:17,The Social Jukebox,1,0,1
1127,"@melissawisz Congratulations that is so awesome. 
#cancersucks",1154032263908286465,62,2019-07-24 14:15:07,Twitter for Android,1,0,1
1128,"Routine skin cancer screening but make it fashion.
#getchecked #allclear #skincare #cancersucks #apromisetodaddy @ Schweiger Dermatology Group https://t.co/9cnt2PxpgA",1154031325109768192,166,2019-07-24 14:11:23,Instagram,0,0,0
1129,Leg day #ageisjustanumber #cancersucks #livestrongswymca shirleys_way #barstarzz #fitfam #fit_over_65 #igerslouisville #broscienceforlife @moveyourmuscles https://t.co/AxNthk4UvA louisville_music_seen @gotolouisville… https://t.co/SiieFNswuW,1154031098353070080,241,2019-07-24 14:10:29,Instagram,1,0,1
1130,"believe it or not, against all odds i'm celebrating my 1️⃣6️⃣th birthday today ✨🎉✨

#WarriorGenghis
#16yearsyoung
#catswithcancer
#cancersucks
#CatsOfTwitter
#whiskerswednesday
#AdoptDontShop https://t.co/0lVOUz4T6J",1154025363485470720,215,2019-07-24 13:47:42,Twitter for Android,463,52,0
1131,"""Aging is not lost youth but a new stage of opportunity and strength."" - Betty Friedan
#spartan #weekendwarrior #thrive19 #cancersucks #growingoldernotup #WednesdayWisdom https://t.co/s8XFyoFxPX",1154023468595318784,194,2019-07-24 13:40:10,Twitter Web App,0,0,1
1132,Excited @BartYasso will be at PHL24 from 3-6:30p on 9/20! Sign up at https://t.co/StoxgPERgC to run the Rocky Steps with a running legend  &amp; help those in Philadelphia fighting cancer. @LegacyOfHopePHL @KimmelCancerCtr #legacyofhope #phl24 #cancersucks #acityunited https://t.co/l3dZlGRskw,1154018787533971458,293,2019-07-24 13:21:34,Twitter for iPhone,9,4,1
1133,7 years ago heaven welcomed the greatest party planner ever! I lost my beloved sister. To say I loved &amp; miss her would be an understatement. The beautiful thing about faith is I know we will be drinking coffee on our beach again someday! #cancersucks #sisters https://t.co/DIHhztjb5v,1154015073930817536,287,2019-07-24 13:06:48,Twitter for iPhone,2,0,1
1134,Please consider donating to our #nonprofit. The money goes to upcoming social events with young people facing #cancer and to care packages we send to those going through treatment. #cancer #fuckcancer #cancersucks #donation #fundraiser  #love https://t.co/0lYiOjILkX https://t.co/BpILqTscFh,1154014672191926273,290,2019-07-24 13:05:13,Hootsuite Inc.,1,0,1
1135,@McGuigans_Gym Sorry to hear of your loss. How heartbreaking. #cancersucks,1154013503373631489,74,2019-07-24 13:00:34,Twitter for iPhone,0,0,-1
1136,"Need some prayers this morning Team @DDPYoga . having my surgery this morning. They found precancerous cells and having a hysterectomy. So nervous, but God got this. Hope they don't find cancer. Love you all! stay #unstoppable @RealDDP @JakeSnakeDDT @marcmero #cancersucks",1154011303645765633,272,2019-07-24 12:51:49,Twitter for Android,8,0,1
1137,I’m having a hard time with this one. I know she got her healing #cancersucks,1154011166408159232,77,2019-07-24 12:51:17,Twitter for iPhone,0,0,-1
1138,#cancersucks definitely https://t.co/L3yeEOcWZl,1154007823514329094,47,2019-07-24 12:38:00,Twitter for Android,1,1,0
1139,Oh today is the day.. no more getting stuck in the chest.. port to be removed. #TesticularCancer sucks #cancersucks #ittakesballs #winningatlife,1154003513992785920,144,2019-07-24 12:20:52,Twitter for Android,2,0,-1
1140,Deciding to remove a #chemoport after treatment is a big decision. Racheli takes us through her port removal and the emotions that followed. https://t.co/Js7OFWulIE #cancersucks #cancersurvivor #cancerwarrior,1153998435533623296,208,2019-07-24 12:00:41,Twitter for iPhone,2,0,0
1141,@Umby18 Most sincere condolences. Enjoy the time you have left. Pancreatic cancer stole my mom. Awful news. #CancerSucks,1153998315849179141,120,2019-07-24 12:00:13,Twitter for iPhone,1,0,1
1142,"Two weeks and $2925 to go until Iceland - thank you to everyone who has donated so far! The #mmrf saves lives - including Scott’s! https://t.co/m3fOAj65BH
@MovingMtns4MM @theMMRF #mm4mm #multiplemyeloma #myelomawife #hikersofinstagram #womenwhohike #cancersucks #teacherswhohike https://t.co/lKKwiR7E4C",1153995301822316545,302,2019-07-24 11:48:14,Twitter for iPhone,0,0,1
1143,Blessing to this beautiful girl #cancersucks https://t.co/HJ3f5U5ZMf,1153994313841500160,68,2019-07-24 11:44:19,Twitter for iPhone,1,0,1
1144,"@Foxykhat Truly sorry for your loss
#CancerSucks",1153994209445195776,48,2019-07-24 11:43:54,Twitter for Android,1,0,-1
1145,"Cancer I’m going to kick your ass...
but first Europe  ✈️🛳💪🏼
#mediterranea #cancersucks #fuckyoucancer #breastcancer #hope",1153994061679869954,122,2019-07-24 11:43:19,Twitter for iPhone,0,0,1
1146,@DavidKHarbour I'm feeling like shit after this round of chemo. Ive been watching your interviews and sleeping. #cancersucks,1153993147493552130,124,2019-07-24 11:39:41,Twitter for Android,1,0,-1
1147,"@GordonRamsay hey is there anyway to get in touch with me? In regards to granddaughter. Look her up on Facebook... Madison Schwartz journey 
#cancersucks #lovesmasterchefjr",1153993087447945216,172,2019-07-24 11:39:26,Twitter for Android,0,0,0
1148,Please consider a  donation and prayers for this sweet 2 month old baby Lyla. #retinoblastoma #childhoodcancer #cancersucks https://t.co/uCaTOUaZcE,1153990073945350146,147,2019-07-24 11:27:28,Twitter for iPhone,0,0,1
1149,"My Dad died 1 week ago yesterday. This is supremely harder than I thought it would be. I’m trying to be mentally present every day for my husband (who is amazingly supportive) and my Mom, whose needs/wants/expectations change (understandably) frequently right now. #cancersucks https://t.co/kpfmltfb0O",1153984292604825600,301,2019-07-24 11:04:30,Twitter for iPhone,1,0,1
1150,"We have a brain cancer cluster in my home town. (TCE) this is a tragedy but worse is having one &amp; not knowing the cause to stop it!#2toomany 
#cancersucks @NBTStweets @RepBrianMast @ErinBrockovich @BidenCancer https://t.co/iV7X9uxBg4",1153983252039950337,237,2019-07-24 11:00:21,Twitter for iPhone,0,0,-1
1151,Heart broken: I lost a friend to cancer. She was a doctor with two daughters. 💔 #cancersucks #hatecancer,1153980942660362241,104,2019-07-24 10:51:11,Twitter for iPhone,0,0,-1
1152,"@colemanxtine #walkingacrossamerica to raise money for @stjude, I frequently see the sunrise and it’s magnificent; a great way to start the day. I wish you success #running the #marathon. Keep doin’ it #forthekids #cancersucks",1153977891375501317,226,2019-07-24 10:39:03,Twitter for iPhone,1,0,1
1153,@beanzac @YesTheory Sounds like you’re a Pats fan based on your sentence structure. #butcancelseverythingsaidbeforeit #screenshottheevidence #giantssuck #cancersucks,1153973015467700226,165,2019-07-24 10:19:41,Twitter for iPhone,0,0,0
1154,@ronandusty So sad. Way too young. #CancerSucks,1153967139273019392,47,2019-07-24 09:56:20,Twitter for Android,1,0,-1
1155,https://t.co/XYhrFRC7ss in 2 weeks today I’m Braving The Shave for #Macmillan Thanks to everyone for the support so far ❤️ I’m only £75 away from my target! If anyone who sees this could share this link it would mean a lot 🥰 #fuckcancer #fuckleukemia #cancersucks #BraveTheShave https://t.co/aMvKBPa5aY,1153964171798700032,302,2019-07-24 09:44:32,Twitter for iPhone,0,0,-1
1156,"Consider donating to help my mom fight stage 3 stomach and esophageal cancer!
https://t.co/U2Q8gF9n1A or FB link https://t.co/AgZiAsiPt2 #cancersucks #buffalobills #billsmafia #cancer #fundraiser #Roswell",1153963205619847169,204,2019-07-24 09:40:42,Twitter for Android,1,0,0
1157,"So today I found out one of my friends from college wife passed away at the age of 21 after battling cancer in the early hours of this morning

Life is so short, please dont take anyone or anything for granted, tomorrow isnt promised to anyone 💕

#recovery #sad #cancersucks",1153962845257764865,274,2019-07-24 09:39:16,Twitter for Android,0,0,-1
1158,When the surgeon discharges you from hospital 😅 #thejoy #happytears #broomfield #breastcancer #survivor #3years #3yearsclear #cancersucks #happyday #celebrate #health #goliveyourlife… https://t.co/KnCNb6X8hu,1153955319149580288,207,2019-07-24 09:09:22,Instagram,1,0,0
1159,💩 glad to be back after a week 🤐🤧😷🥴🤒@achievement #walking @CharityMiles  #NJBIGGESTLOSER @SU2C #fatassback2workingout #Fitbit  #Applewatch #planetfitness #PlanetOfTriumphs  @PlanetFitness #walkforadog #cancersucks  #gncprobox https://t.co/8Md667opnT,1153954583292645377,249,2019-07-24 09:06:26,Twitter for iPhone,1,0,1
1160,#running #trailrunning back on my morning runs bloody hot tho 🥵 time to move on #Grief #cancersucks 💕 u dad x😥 https://t.co/k0mEso8P9Q,1153939513045073920,134,2019-07-24 08:06:33,Twitter for iPhone,0,0,-1
1161,Thank you so much to our lovely client @12beesbuzzing for your support and generosity from us all @BF_Reading @arkriders @Ark_Charity we all really appreciate it #specialpeople #makingadifference #cancersucks #Twintownstour https://t.co/BsAIMwiBwq,1153926363092586497,247,2019-07-24 07:14:18,Twitter for Android,10,2,1
1162,"What a day! Thank you to Dr. Vo and all the staff at #Riverbend hospital, once again you saved my sweeties life. #blessed #cancersucks Glad to be home! Good night. Prayers for Matt are much appreciated and needed!",1153921252957888514,213,2019-07-24 06:54:00,Twitter for Android,6,1,1
1163,"Obstructing colon cancer. #cancer #cancersucks 
#surgery #gensurg #surgeon #drnirhus #trauma #traumasurgery #level1trauma
#savelives #cancerinabucket @ Palm Beach County, Florida https://t.co/Aa9ozcGIiq",1153912604751908865,202,2019-07-24 06:19:38,Instagram,0,0,0
1164,"Missing Momma'.... ""Heaven Sent"" messages from her are loud and clear! ❤️ #arlenerasters #missingmomma #godisgood #cancersucks #heavensent https://t.co/NllKaXJDQU",1153909640096124928,162,2019-07-24 06:07:51,Twitter for iPhone,1,0,1
1165,Rest In Peace to a real Pittsburg OG Marzel Price #cancersucks,1153902463277158400,62,2019-07-24 05:39:20,Twitter for iPhone,1,1,1
1166,"7-years-ago today, we lost two greats in 2012, #ShermanHemsley and #ChadEverett. #RIPShermanHemsley #RIPChadEverett #CancerSucks #7YearsWithoutShermanHemsley #7YearsWithoutChadEverett #TheJeffersons #MedicalCenter #Amen #TheRousters #AllInTheFamily https://t.co/3egD6gXzWJ",1153898721450614784,272,2019-07-24 05:24:28,Twitter Web App,0,0,0
1167,"Hey guys, We’re holding a charity quiz night  Monday 29th July raising money in memory of a popular and local Lad Adrian Hart. All money raised will be donated to Adrian Hart Charity Golf Day (2nd August)
#zorrolounge #foxvalley #charityquiz  #westonparkcancercharity #cancersucks https://t.co/11nmfQjACd",1153898540764209152,304,2019-07-24 05:23:45,Buffer,7,2,1
