,tweets,id,len,date,source,likes,retweets,sentiment
202,"Steely Dan, my mother’s favorite band, is on Obama’s playlist. 💕
I miss her everyday and today a little more than usual but I appreciated this joyful reminder. 
#FuckCancer #ReelinInTheEast",1165726603764215810,189,2019-08-25 20:44:15,Twitter for iPhone,11,0,1
203,"When I’m having sucky moments with breast cancer stuff, my boyo attempts to humor me. #fuckcancer #cancersucks https://t.co/YUaFvAwuCY",1165723623543332864,134,2019-08-25 20:32:24,Twitter for iPhone,12,0,0
204,"#fuckCancer  
Horrible cunt of a disease 
😔",1165722019100528640,43,2019-08-25 20:26:02,Twitter for iPhone,61,6,-1
205,An amazing friend that I learned so much from at the first hospital I ever worked at has been released home on hospice. Praying for her and her family.  #FuckCancer!,1165720906280448002,165,2019-08-25 20:21:36,Twitter for Android,8,0,1
206,"Sunday brunch Flow!
Date Yo’ Wife👍🏾❤️ 😎

#FuckCancer
#DateYoWife
#LocalBigShots @ The Red Caboose Restaurant https://t.co/3ewTRXcu7w",1165715779578466306,132,2019-08-25 20:01:14,Instagram,0,0,0
207,Daaaaayuuuum! Not Buddie! #fuckcancer https://t.co/192CehEyBp,1165706924899389445,61,2019-08-25 19:26:03,Twitter for iPhone,0,0,0
208,"That’s exactly how I feel about my stepmom, she’s battling breast cancer.. and you wouldn’t even know it because she keeps her spirits up and don’t let it bring her down.. #fuckcancer 🎀 https://t.co/riHLBa5D5J",1165706436824961025,209,2019-08-25 19:24:06,Twitter for iPhone,0,1,1
209,What a legend! #fuckcancer https://t.co/ffRHM5Ii1F,1165704609400332290,50,2019-08-25 19:16:51,Twitter for iPhone,0,0,0
210,"#Beagles were taught to distinguish between healthy blood samples &amp; those with malignant lung cancer...with a 97% accuracy! https://t.co/w34fDd0eGI
No wonder my #Beagle, Murphy, was able to sniff through my backpack and find all those crumbs 😂

#beaglelife #cancer #fuckcancer",1165701642156564480,280,2019-08-25 19:05:03,Twitter Web App,1,0,1
211,Heartbroken I lost my dad to it a year ago. Now my aunt is losing her battle #fuckcancer,1165701167931953161,88,2019-08-25 19:03:10,Twitter for Android,0,0,0
212,👀👀👀👀 Clean Medz #FuckCancer #FuckBipolarDisorder #98PercentTHC #Distillate Edibles finna hit A WHOLE nother LEVEL 💪🏻🔥💪🏻🔥💯💯💯 https://t.co/XIt9DdKtCO,1165699166267482118,147,2019-08-25 18:55:13,Twitter for iPhone,3,0,1
213,"Irish girl on tour eats a potato. The beginning ........ It's never the end, because then your story would be over.  Where?  #potato #love #travel #fuckcancer https://t.co/ZneEhOh6we",1165698657603092480,182,2019-08-25 18:53:12,Instagram,0,0,1
214,Sent this to my mom #fuckcancer https://t.co/ik1WHoKWfs,1165697740937953280,55,2019-08-25 18:49:33,Twitter for iPhone,3,0,0
215,#fuckcancer #RIPAlice I will miss all our long chats. 💔😢,1165696103875923968,56,2019-08-25 18:43:03,Twitter for iPhone,0,0,-1
216,"@cindymccain @DevinCow Sending you gentle hugs and fierce strength, Cindy. Bless you... And #fuckcancer",1165691423645040640,103,2019-08-25 18:24:27,Twitter for Android,0,0,1
217,"@MatthewCoday No, he passed away from cancer in ‘95. #fuckcancer",1165688921222762497,64,2019-08-25 18:14:30,Twitter for iPhone,1,0,0
218,"Amazing!! why is not on the #NHS if a proven treatment?Had a friend whose wife died of cancer,he also succumbed to brain tumours. Left his 13 year old boy without parents. #fuckcancer https://t.co/C2bIDblsZN",1165685755441795076,207,2019-08-25 18:01:56,Twitter for Android,0,0,1
219,"Thanks for the shoutout, @adamcurry and @THErealDVORAK and love and light to @ikepigott (they shouted out to you and missed you, brother!) #fuckcancer #itm #fish",1165685535261777927,161,2019-08-25 18:01:03,Twitter for Android,6,2,1
220,a friend of mine passed away from cancer today may she Rest in Peace.. love you Darlene you will be missed #fuckcancer 😥,1165684292875378688,120,2019-08-25 17:56:07,Twitter Web App,1,1,1
221,Rest well baby girl #Tori #Sweetheart #HeartBroken #FuckCancer 💔 https://t.co/3kLGlvYdLq,1165683744927338498,88,2019-08-25 17:53:56,Twitter for iPhone,0,0,0
222,"To all the wonderful people wishing me well, I cannot tell you how much the support has meant to me 💕.  I wish I could thank each one of you personally.  I seem to be regaining a bit of equilibrium with each passing day, but still #FuckCancer.",1165683063118016513,243,2019-08-25 17:51:14,Twitter for iPad,0,0,1
223,"@TheRealDidiU When I was told... I started living everyday like it’s my last. 

#Fuckcancer",1165682687954305025,91,2019-08-25 17:49:44,Twitter for iPad,0,0,-1
224,"Emerge Victorious 
Judith
#nudeinnature #survivor #fuckcancer #savethetatas #queen https://t.co/hw8JHCflxP",1165681590825095168,106,2019-08-25 17:45:23,Twitter for Android,13,1,0
225,Tonight at @JAZZBONESTACOMA! Come have an amazing time for an even more amazing cause! #TeamShanna #FuckCancer https://t.co/Byyix6o13C,1165681423488913408,134,2019-08-25 17:44:43,Twitter for Android,0,0,1
226,"You fought a long hard battle. Thank you for extending the time you have with us, for as long as you could. We love you, forever. May you &amp; your beautiful soul Rest In Peace Auntie Jessica. 💛 #fuckcancer",1165680977911271424,207,2019-08-25 17:42:57,Twitter for iPhone,1,0,1
227,Last chance! Come see the @AkronRubberDuck and support @Pelotonia! $5 tickets and a great raffle! #pelotonia #pulll #cancer #cancerresearch #fightcancer #fuckcancer #morethanaride #greatestteamever #onegoal #wepullltogether https://t.co/RpgwCOwGdQ,1165676441499033601,247,2019-08-25 17:24:55,Twitter for iPhone,1,0,1
228,This dear friend of ICA went through Hell and came back a WINNER. So proud of you Tom Weiser ! You are inspiration to all of us. #fuckcancer https://t.co/LDaZOok9pt,1165674969675833345,164,2019-08-25 17:19:04,Twitter for iPhone,59,3,1
229,"Certain situations in my life have made me DESPISE the phrase ""everything happens for a reason"". How about my best friend having a stroke and finding out my mom has cancer this week? #fuckcancer #fuckstrokes",1165673811628449798,207,2019-08-25 17:14:28,Twitter Web App,0,0,1
230,"Surrounding myself with love and positivity going into this new week, 8 years and it doesn’t seem to get any easier. #FuckCancer #VIIIXXVIIMMXI",1165671929467961345,143,2019-08-25 17:06:59,Twitter for iPhone,2,0,1
231,"Cannabis for Children Still Misunderstood! 
#deanblundell #deanblundelldotcom #cannabis #cannabiscommunity #torontocannabis #fuckcancer 

Thanks for sharing Alex! https://t.co/lFXei4VKlK",1165670752374444032,186,2019-08-25 17:02:19,LinkedIn,0,0,1
232,"Sunday Church Flow!Date Yo’ Wife👍🏾❤️ 😎

#FuckCancer
#DateYoWife
#LocalBigShots https://t.co/6VwNb3UwGU",1165668945631879173,102,2019-08-25 16:55:08,Instagram,0,0,0
233,"We need some help here! #joelprince #leukemia #cancer #fuckcancer                 Text CCLG 5 JOEL  at 70300 to donate £5
#charityevent z en The Swan Swineford, Bristol https://t.co/8XzgViymJP",1165667977963945985,192,2019-08-25 16:51:17,Instagram,0,0,0
234,@BringTheFknHype Prayers are with you and your family brother! #FuckCancer!,1165667311115784192,75,2019-08-25 16:48:38,Twitter for iPhone,0,0,0
235,We’ll never stop fighting for this cause. I miss you every single day!! #FuckCancer #GiveMeMyDadBack #AgentOrangeAwarenessMonth https://t.co/mnNhnhFEkf,1165664784995381248,151,2019-08-25 16:38:36,Twitter for iPhone,2,0,-1
236,"AWESOME!!! AMAZING!!! CONGRATULATIONS!!!
#FUCKCANCER https://t.co/MyEIpVSaiy",1165664634327535617,76,2019-08-25 16:38:00,Twitter for Android,0,0,1
237,🎈... you are missed love ashbeestrong #fuckcancer @ Joe's Place https://t.co/oU7x6EEzOb,1165663117268934658,87,2019-08-25 16:31:58,Instagram,0,0,1
238,@MrWolfie_ Sending love and light to you and your friend and his family. ❤️#FuckCancer,1165659722848047104,86,2019-08-25 16:18:29,Twitter for iPhone,1,0,1
239,@EntourTal @DerekAndSusan @treyanastasio So much gratitude for such an amazing show @DerekAndSusan last night and being able to watch the stream from my room at @nyulangone! #🌟 #planningforbeaconresidency #musicheals #fuckcancer #tedeschitrucksband #thankyou,1165657796056104960,258,2019-08-25 16:10:50,Twitter for iPad,0,0,1
240,Saying good-bye to Kathie today with friends I haven’t seen for a decade or more. Life is short. Tell people you love them. Tell people how they have changed you for the better. Tell people they matter to you. Tell people they won’t be forgotten. #fuckcancer https://t.co/pioLp4pFiI,1165654096927449088,282,2019-08-25 15:56:08,Twitter for iPhone,5,0,1
241,This what I like to see! #FuckCancer https://t.co/hMihyYLUHS,1165651642433323008,60,2019-08-25 15:46:22,Twitter for iPhone,0,0,0
242,Prayers up for the god Eddie Money #fuckcancer,1165648312759775232,46,2019-08-25 15:33:09,Twitter for iPhone,0,0,0
243,"From Bankhead to Bowen Homes to Da Temp, rest easy Buddie.. #fuckcancer  https://t.co/uaSKMCC2jL",1165648108891643904,96,2019-08-25 15:32:20,Twitter for iPhone,1,7,1
244,next month is FIVE whole years since my best friend passed away and honestly I don’t think I’m ready to face it... 😔 #fuckcancer,1165647654627500033,128,2019-08-25 15:30:32,Twitter for iPhone,0,0,1
245,@MeghanMcCain “If love could have saved him!” 💜Thinking of you today...I lost my dad 40 yrs ago on this date too...and I still miss him just as much as the first day. #fuckcancer,1165647652010254336,178,2019-08-25 15:30:31,Twitter for iPhone,0,0,1
246,Ik my brother looking down on this moment and smiling. He love miami hurricanes boys #RipStarreck ❤️💯 #FuckCancer https://t.co/SEq54Lm714,1165647322853924864,137,2019-08-25 15:29:13,Twitter for iPhone,0,0,1
247,"@elonmusk Your literally the smartest man on the planet... can’t you find a cure for cancer?  PLEASE?!?
#fuckcancer #cancer",1165647037737553920,123,2019-08-25 15:28:05,Twitter for iPhone,0,0,0
248,"@GustavoArellano My father in law would have been 68 on September 14. He died May 1. For me, it's been more anger than anything else, that a good man was taken too soon. I look for signs too, but haven't seen any. #fuckcancer",1165647016522727424,225,2019-08-25 15:28:00,Twitter Web App,1,1,1
249,Zip Lining @Foxwoods For My Brothers B-Day 07/14!  He Would Have Been 57!  I Needed A Tow In!  #fuckcancer #lisadctcomedy #minutetospitit https://t.co/JuUWOy75Ot,1165646367894790146,161,2019-08-25 15:25:25,Twitter for iPhone,0,0,0
250,@RiverRoadFlip @TimSabean @SIRIUSXM @shalomshuli @cristinapalumbo Let us not forget his time on Mork and Mindy #fuckcancer https://t.co/Co3rOCVSqq,1165644585202311168,146,2019-08-25 15:18:20,Twitter for iPhone,1,0,0
251,@TheRealDidiU #fuckcancer indeed !!!,1165643880152424449,36,2019-08-25 15:15:32,Twitter for iPhone,0,0,0
252,"Fundraiser by Melissa Blair : Check your boobs mine tried to kill me.
#cancersucks #fuckcancer #cancer https://t.co/Ca7oze4ozi",1165640105308147712,126,2019-08-25 15:00:32,Twitter for iPhone,0,0,0
253,"Goes through aggressive breast cancer, smashes chemo, masectomies and still looks fire 🔥 😍 ❤️ my mum is incredible - share the love, why is your mum incredible?

#breastcancer #breastcancersurvivor #fuckcancer #cancersurvivor https://t.co/SGvFVk78Ul",1165638576849051648,249,2019-08-25 14:54:27,Twitter for Android,1,0,1
254,"@MeghanMcCain @FxCKCANCER I titled my book #Fuckcancer!
It tells my story how I beat stage four colorectal cancer, alot of people were offended by the title was my mantra throughout my journey. It got me through 18 rounds of chemo, 28 radiation treatments and major surgery. Fuckcancer forever! https://t.co/NmGFZHYpFg",1165636743699124224,318,2019-08-25 14:47:10,Twitter for Android,0,0,1
255,"@Infra_Red_Mike I’m sorry for your loss dude. 

#fuckcancer",1165636692067389444,59,2019-08-25 14:46:58,Twitter for iPhone,1,0,-1
256,@QingJ_ Hallelujah 🙏🏽🙏🏽 Hoping for the same blessing with my grandmother and father! #FuckCancer,1165634677161517056,96,2019-08-25 14:38:58,Twitter Web App,1,0,0
257,@ancalehr Oh my dearest🤗🤗🤗😢 Im so sorry for your loss. Yes! #FuckCancer!! I’m sure you’re Cousin is up there together with my mom. They say to us that we’ve to #CelebrateLife every single day and #NeverGiveUp! Send an extra tight hug to you Bianca🤗🤗🤗Love you! I’m here for you😘💗😘 https://t.co/44szKvP3tT,1165634453491867648,303,2019-08-25 14:38:04,Twitter for iPhone,4,0,1
258,"My dear cousin Heidi 😘
Hope you're doing well up there in heaven and painfree finally🙏🏽
We will miss you deeply and have you always in our hearts 💔
#FuckCancer
#Helplessness
#Powerless
💔 https://t.co/9V4jvyTatn",1165632054798798849,210,2019-08-25 14:28:32,Twitter for Android,24,1,-1
259,"I am so thankful for my insurance.  
May 28th-June 10th:  
Billed $47, 562.60
Covered: $47, 512.60
I Payed:  $50.00 . #fuckcancer",1165630175448633344,129,2019-08-25 14:21:04,Twitter Web App,70,0,0
260,"Damn Buddy, nigga gone miss u Jone!! U was my favorite rapper in Franchise Boyz!! The hoods sick, from Bankhead 2 Allen Temple nigga #FUCKCANCER",1165629512874414081,144,2019-08-25 14:18:26,Twitter for iPhone,1,0,-1
261,"Damn, I just heard about Eddie Money. My heart and my thoughts go out to him and his wife right now. #EddieMoney #CancerSucks #FuckCancer",1165629323836936193,137,2019-08-25 14:17:41,Twitter for iPhone,0,0,1
262,"If you hear any noise, it’s just me and my boys...
#TheJuiceIsCancerFree
#FuckCancer
#GoMendEaganGo 
#OldFriendsAreTheBestFriends https://t.co/aHMm3endr7",1165623735522648065,153,2019-08-25 13:55:29,Twitter for iPhone,3,0,0
263,Damn wee wee RIP #fuckcancer,1165620138139406338,28,2019-08-25 13:41:11,Twitter for iPhone,1,0,0
264,:&gt;}_~#WakeNBake #StonerFam #StonerCircle #MMOT #IAmCannabis #WeAreCannabis #IStandWithAlexis #StayWoke #FuckCancer &amp; ALL #STONERS ~HappySunDazed~ https://t.co/CzaeAR4ZAC,1165620110784155651,176,2019-08-25 13:41:05,Twitter for Android,19,4,0
265,"The last day of Fan Expo is always bittersweet. Worried I'm going to crash hard tonight. This was the last ""fun"" before the fall semester begins...and my family is about to walk through the scariest experience of our lives. #FanExpo #FuckCancer https://t.co/OeLeEBz0IE",1165619079933304832,268,2019-08-25 13:36:59,Twitter Web Client,7,0,1
266,"@TheRealDidiU CONGRATS! THATS AWESOME!
#FuckCancer",1165618576524480514,50,2019-08-25 13:34:59,Twitter for Android,0,0,1
267,Wee Wee looked peaceful during his transition #fuckcancer,1165618524171186176,57,2019-08-25 13:34:46,Twitter for Android,0,0,1
268,"@steph_983 Awfull for you Steph,thoughts n prayers ok, #Fuckcancer",1165613879155658754,66,2019-08-25 13:16:19,Twitter for Android,1,0,1
269,Congrats to you and your wife.. and #FuckCancer https://t.co/gimN0aqwca,1165613462011174914,71,2019-08-25 13:14:40,Twitter for iPhone,0,0,0
270,@mbprice5 @MeghanMcCain I don’t think god minds using the f bomb👍 #fuckcancer,1165610996368646146,77,2019-08-25 13:04:52,Twitter for iPhone,0,0,0
271,"@TheRealDidiU That’s great! Oh, and also, #fuckcancer",1165610033708785665,53,2019-08-25 13:01:02,Twitter for iPhone,0,0,1
272,"People go on about about messi and ronaldo being goats, but to me my little girl is the actual goat, daddy loves you to the stars and back princess #NFFC #siennarosestory #fuckcancer https://t.co/MMUVhwRWH9",1165608457271160833,206,2019-08-25 12:54:46,Twitter for Android,4,0,-1
273,@czeLasty87 Keep strong and keep fighting pal...#fuckcancer,1165607930051420161,59,2019-08-25 12:52:41,Twitter for Android,1,0,1
274,@TheRealDidiU God Bless.  I ws not as fortunate.  My wife lost her battle last Saturday.  May God keep your wifehealthy and may you guys live a Blessed Life.#FuckCancer,1165606884809891840,168,2019-08-25 12:48:31,Twitter for iPhone,0,0,1
275,"In This Moment - ""The Fighter"" [Official Video] https://t.co/4fT9k5lzVE via @YouTube  #FuckCancer",1165606039439519744,97,2019-08-25 12:45:10,Twitter for iPhone,0,0,0
276,@czeLasty87 Almost done with #fuckcancer! Really proud of you! You will get better every day from now on! 👍🏻👊🏻💪🏻,1165605421446520832,112,2019-08-25 12:42:43,Twitter for Android,0,0,1
277,Buddy from Dem franchise Boyz died from cancer #Fuckcancer #Inmywhitetee,1165604153156079616,72,2019-08-25 12:37:40,Twitter Web App,2,2,0
278,"12 years ago I finished chemotherapy. That’s hard to wrap my head around some days. Praying today for fellow survivors, current patients and their families, and the families of those less fortunate in their outcomes than myself. #survivor #fuckcancer #chemoversary",1165599839666749440,264,2019-08-25 12:20:32,Twitter for iPhone,2,0,-1
279,"Wake up America!🇺🇸😢 

#FuckCancer
#DateYoWife
#LocalBigShots https://t.co/DKH8uePjw7",1165599625635647488,84,2019-08-25 12:19:41,Instagram,0,0,0
280,@MrWolfie_ Thoughts pal #FuckCancer,1165596817284894721,35,2019-08-25 12:08:31,Twitter for Android,1,0,0
281,It’s 30 years today since I lost my lovely mum.. I still miss her every day but she lives on through my girls and grandchildren... 😢😢😢😢#fuckcancer https://t.co/GhguTYkrZK,1165596560861925381,170,2019-08-25 12:07:30,Twitter for iPhone,19,1,1
282,@TheRealDidiU AMAZING! so happy for you both #FuckCancer,1165595054615879680,56,2019-08-25 12:01:31,Twitter for iPhone,0,0,1
283,"@laurentmercure Sorry for your loss guys, may she rest peacefully for eternity. Stay strong and stay positive #fuckcancer",1165592264208343040,121,2019-08-25 11:50:26,Twitter Web App,1,0,1
284,@czeLasty87 Hang on mate. Stay strong and keep the faith. I've been through cancer too. Never ever surrender!#fuckcancer https://t.co/irI3HV46jI,1165590265169625089,144,2019-08-25 11:42:29,Twitter for Android,0,0,1
285,"@askjillian Who needs nipples, breast or cancer? You have your life, your kids and a whole lot of living to do.  I’m sure you have a weight off your shoulders❤️ #fuckcancer and cheers🍻🥂",1165584028990394369,185,2019-08-25 11:17:42,Twitter for iPhone,0,0,1
286,"This is my 3 months way with #fuckcancer and transformation on Mr.Egg 😂.
Today i feeling really good maybe more #BattlefieldV games tonight.
Many thank you #bestcommunityintheworld and more peoples from all world for my supporting.Thank you Dudes. https://t.co/D6CvSzXW3q",1165582940996325377,271,2019-08-25 11:13:23,Twitter for Android,108,11,1
287,KENNY CHEATHAM KNOWS WHATS UP!! 6 DAYS TILL HUSKERS OPENING KICKOFF!! #GBMFRTID #FUCKCANCER https://t.co/xlh67gvXLc,1165581051646943232,115,2019-08-25 11:05:52,Twitter for Android,2,0,0
288,"Exciting times ahead! 

In a month I will know if I have been accepted to join @TeamRynkeby to cycle from Helsinki to Paris. Idea is to collect money for children with cancer.

Application period ends today 👉🏻 https://t.co/mwbmlMnUDE 

#teamrynkeby #fuckcancer https://t.co/helDPg20ia",1165578325202522112,284,2019-08-25 10:55:02,Twitter for iPhone,2,0,1
289,I was diagnosed with two forms of breast cancer in May this year. I’ve had a mastectomy and am now undergoing 16 rounds of aggressive chemo followed by 5 weeks of radiotherapy then hormone treatment. I’m not letting this beat me. #breastcancer #fighter #fuckcancer #keepsmiling https://t.co/WjABef5Fof,1165576214590832640,301,2019-08-25 10:46:39,Twitter for iPad,4,0,0
290,One of the most real guys in sports and maybe on the planet. #fuckcancer https://t.co/DTMiNTJbJ0,1165573679604011009,96,2019-08-25 10:36:35,Twitter for iPhone,0,0,1
291,Praying for baby honesty 🙏🏾 #fuckcancer,1165571855358427141,39,2019-08-25 10:29:20,Twitter for iPhone,0,0,0
292,.💪supporting @macmillancancer https://t.co/ynH5esgw5K #macmillan #gowermacmarathon #22miles #beatcancer #fuckcancer let's do this https://t.co/6iCsH7V0Zw,1165568120758517762,153,2019-08-25 10:14:29,Instagram,0,0,1
293,"Can’t get enough miles and smiles on my bike. Hogpen, fried peach pie, and a doozy of a thunderstorm. Grateful for every pedal stroke. 
#cycling #Hogpen #Gaps #bikegeorgia #ilovemybike #breastcancersurvivor #fuckcancer https://t.co/RKKbts68e4",1165566411663708160,242,2019-08-25 10:07:42,Twitter for iPhone,1,0,0
294,@TheRealDidiU Awesome 👏 #FuckCancer,1165562034144120832,35,2019-08-25 09:50:18,Twitter for Android,0,0,1
295,@dc_mma So sorry for your loss DC. Lost my mum to cancer two months ago so I know just how it feels. #FuckCancer,1165560779174604801,112,2019-08-25 09:45:19,Twitter for iPhone,0,0,-1
296,"mean. A few days later, you ended up in the ER, I took the next plane, and while I was still in the air, they found something new on the CT.

Not even a year later and you're gone, and I regret every single day I didn't spend by your side.

We had so little time 💔
#fuckcancer",1165555114922467328,276,2019-08-25 09:22:49,Twitter for Android,0,0,-1
297,"@Lifeiskitsch I wish I had the balls to say it at the time, but I wanted to ask if he had anyone die of cancer? Because if not he would be saying #FuckCancer too!",1165554982063677440,162,2019-08-25 09:22:17,Twitter for iPhone,0,0,0
298,Today’s choice Broomfield/// @RetroSolesUK @DeadstockUtopia @3_stripes4life @adidasUK @AdidasFetish @adidasoriginals #fuckcancer https://t.co/0Y89R0G1FG,1165540692967469056,152,2019-08-25 08:25:30,Twitter for iPhone,17,2,0
299,"Forgot to mention, We surpassed £600!! Hopefully we can get over £1000 throughout Fifa 20. Thanks again 😘. #fuckcancer https://t.co/6vUZfS0e33",1165538437686013952,142,2019-08-25 08:16:32,Twitter for iPhone,8,0,1
300,@dc_mma Disgusting disease #fuckcancer,1165530775216934914,38,2019-08-25 07:46:05,Twitter for iPhone,0,0,-1
301,@SheeverGaming Looking great today! Love your work! #fuckcancer,1165528549735968768,63,2019-08-25 07:37:15,Twitter Web App,0,0,1
302,@steviemike86 Thank you #fuckcancer,1165523777674981377,35,2019-08-25 07:18:17,Twitter for iPhone,1,0,0
303,@broncoraiderh8r I’m sorry. I hope things get better for your loved one. #fuckcancer,1165510705908523008,84,2019-08-25 06:26:21,Twitter for iPhone,0,0,1
304,I ask god everyday what i did to deserve this sickness. Wouldn’t wish this pain on my worse enemy 😔#fuckCancer,1165510151752826880,110,2019-08-25 06:24:08,Twitter for iPhone,29,1,-1
305,"@kreepazoidkelly Happy that you have horror films &amp; #HorrorFam to comfort you during this! You’re an absolute inspiration with your strength, grace, and beauty in undergoing the most trying of lived experiences. You got this! #FuckCancer  🖤♥️🖤😘

Whatcha watching, btw? https://t.co/mxAxwL7NPe",1165499725614731264,296,2019-08-25 05:42:43,Twitter for iPhone,0,1,1
306,Wishing Eddie Money all the strength in the world  for this fight! #FuckCancer,1165497196818681856,78,2019-08-25 05:32:40,Facebook,1,0,0
307,"The last 13 months have been difficult watching my mother-in-law fight cancer. Now that she’s gone, it doesn’t seem real, even though we expected it. 😢 #fuckCancer",1165491140558114816,163,2019-08-25 05:08:36,Twitter for iPhone,0,0,-1
308,I can’t believe how good she’s doing! #kickingcancersass #fuckcancer #cobielou #childhoodcancer https://t.co/YrtjAphYok,1165488069081886720,119,2019-08-25 04:56:24,Twitter for iPhone,6,0,1
309,Awesome! #fuckcancer https://t.co/j04aVo3K6K,1165484776016502784,44,2019-08-25 04:43:18,Twitter for Android,5,0,1
310,"Sad occasion for this long overdue get together,  but a great time had nonetheless.  #Thankful #Blessed #TheSimpleThings #ForeverGrateful #LiveEachDayLikeTheLast #FuckCancer",1165483309989801984,173,2019-08-25 04:37:29,Twitter for Android,0,0,1
311,Grief hurts in ways words cannot express. This emptiness within me.. this numbness... it comes in waves. It’s hard to explain... I just miss my best friend so much. #fuckcancer,1165481610235375617,176,2019-08-25 04:30:44,Twitter for iPhone,6,0,1
312,Thanks for making me the happiest cancer patient here on the 18th floor of @nyulangone right now. ❤️🌟🙌 #musicheals #fuckcancer @DerekAndSusan https://t.co/1kV20TsPJr,1165476061888598016,165,2019-08-25 04:08:41,Twitter for iPad,5,0,1
313,"My 75 year old moms email to her college roommate best friend , husband. She died a few years back . This wonderful man mom speaks of is her husband. My parents shared great times with them. #Fuckcancer #loveyoumom #loveyoufamilyfriends https://t.co/EIETFetzh8",1165473673526042625,260,2019-08-25 03:59:11,Twitter for iPhone,2,0,1
314,Eddie Money Reveals Stage 4 Esophageal Cancer Diagnosis https://t.co/JegeRDN32w #fuckcancer,1165473588364886016,91,2019-08-25 03:58:51,Twitter Web Client,0,0,0
315,@edgyerin I’m very sorry for your friend’s passing. #FuckCancer,1165473412006825984,63,2019-08-25 03:58:09,Twitter for iPhone,2,0,-1
316,"@MrG_Graziano I learned that I was happy earlier today because a baby was born, and then devasted tonight upon hearing  that a good friend &amp; neighbour passed away of cancer. I never thought last month would been the last time I would see her💔
#fuckcancer",1165472810887593984,258,2019-08-25 03:55:46,Twitter for Android,7,0,1
317,@bobafettishWoW Can't say I'm shocked. 😉 Glad to see you're home from the hospital. Hoping the follow-ups don't suck and that you're in the clear from here on out. #FuckCancer,1165471302154641408,175,2019-08-25 03:49:46,Twitter for Android,1,0,-1
318,"Rick Loomis died today, his birthday no less. He worked for Flying Buffalo, a company that made pen and paper games that were THE bright light of my childhood. I never got the chance to meet him. I hate cancer. #FuckCancer #RIP",1165471163490766848,227,2019-08-25 03:49:13,Tweetbot for iΟS,2,1,1
319,"I’ve lost 2 people in the last week... hold the ones you love close, the world has done a great disservice loosing the both of you... #fuckcancer",1165467239346319361,145,2019-08-25 03:33:37,Twitter for iPhone,0,0,1
320,"#FuckCancer!!!
Take care of yourselves out here in this violent, carcinogenic world.",1165463901829398528,84,2019-08-25 03:20:22,Twitter for iPhone,5,1,-1
321,I just knew you would beat this yo! #fuckcancer 🖕🏾🖕🏾🖕🏾,1165463456532893696,54,2019-08-25 03:18:35,Twitter for iPhone,0,0,0
322,"@dc_mma Sorry for your loss,DC. #fuckcancer",1165463298931736576,43,2019-08-25 03:17:58,Twitter for iPhone,0,0,-1
323,"Sure wish my brother beat cancer . Oh how I miss you . I know life would be so different with you here. Literally it’s #fuckcancer 4 ever 

🙏🏽 The person I wish I could have dinner with or speak to again .",1165462964683431936,205,2019-08-25 03:16:38,Twitter for iPhone,0,0,1
324,Why do I do this to myself! Now my eyeballs hurt! #TermsofEndearment #fuckcancer #breastcancer I miss you so much Michelle!,1165460691974807554,123,2019-08-25 03:07:36,Twitter for iPhone,0,0,1
325,@WarWraith @UncleChilliMan Was my mum's birthday yesterday. She would've been 79. Pancreatic cancer in 1999 #fuckcancer,1165460045795979266,119,2019-08-25 03:05:02,Twitter for Android,2,0,0
326,Rest In Peace Amy 😢 #fuckcancer,1165457669773287424,31,2019-08-25 02:55:36,Twitter for iPhone,1,0,0
327,Best. Mail. Ever. #fuckcancer https://t.co/qmBpiQkKNp,1165456664964694021,53,2019-08-25 02:51:36,Instagram,0,0,1
328,"@Cassiejm1 @askjillian Depends on cellular type of cancer, staging, hormone sensitivities, and some some cases the genetics. Cancer is a broad terms for many different diseases. #fuckcancer",1165453486911193089,189,2019-08-25 02:38:59,Twitter for iPhone,7,0,1
329,"Smashed another personal record during muh strength workout tonight. I'm the strongest I've been since cancer wrecked muh body!

I may never be that crazy, ripped, bloody hyena in underoos again, but by God I'm already a better version of muhself!

#Blessed #FatToFit #FuckCancer",1165452646821457920,279,2019-08-25 02:35:38,Twitter Web App,53,2,-1
330,Amen #FuckCancer https://t.co/XpyZpTztsY,1165452225013014529,40,2019-08-25 02:33:58,Twitter for iPhone,3,0,0
331,"Check this, and then check with your doctor. 
#Survive #cancer #fuckcancer #fight #life
#Drodian #Drodians
https://t.co/XLTSKnlhDi
#health #cancer #beatbullshit #america #europe #ireland #unitedkingdom #help #knowledge… https://t.co/fpbZxPVv7C",1165448355029356545,243,2019-08-25 02:18:35,Instagram,2,0,0
332,@RockTheseTweets #fuckcancer right in the ass!,1165448090704404480,46,2019-08-25 02:17:32,Twitter for Android,1,0,1
333,@DBillescas Damn #fuckcancer. Rest In Peace young man. 👍🏽🤘🏽,1165445257971949568,59,2019-08-25 02:06:17,Twitter for iPhone,1,0,1
334,#fuckCancer love you so much bby❤️ https://t.co/lQXhyKMUWv,1165444022988677120,58,2019-08-25 02:01:22,Twitter for iPhone,0,0,1
335,@TheRealDidiU Hell yeah! #fuckcancer,1165443366055792640,36,2019-08-25 01:58:46,Twitter for Android,0,0,0
